name_x,type,id,level,play_cost,evolution_cost,evolution_color,evolution_level,xros_req,color,color2,digi_type,digi_type2,form,dp,attribute,rarity,stage,artist,main_effect,source_effect,alt_effect,series,pretty_url,date_added,tcgplayer_name,tcgplayer_id,set_name,idProduct,name_y,code,idExpansion,idMetacard,idCategory,avg,low,trend,avg1,avg7,avg30
Salamon (X Antibody),Digimon,BT9-034,3.0,3.0,0.0,,,[Digivolve] [Salamon]: Cost 0,Yellow,,Mammal,X Antibody,,3000.0,Vaccine,c,,,"[When Digivolving] Look at the top card of your security stack, and you may add it to you hand. If you do, ＜Recovery +1 (Deck)＞ (Place the top card of your deck on top of your security stack.)",,[Digivolve] [Salamon]: Cost 0,Digimon Card Game,salamon-x-antibody-bt9-034,2024-05-27 15:14:30,Salamon (X Antibody),277843.0,['BT-09: Booster X Record'],,,,,,,,,,,,
Samādhi Śānti,Option,BT8-102,,1.0,,,,,Green,,,,,,,u,,,[Main] You may suspend 1 of your Digimon to suspend 1 of your opponent's Digimon or Tamers. Your opponent's cards suspended with this effect can't unsuspend until the end of their next turn.,Security Effect [Security] Suspend 1 of your opponent's Digimon or Tamers.,,Digimon Card Game,samadhi-santi-bt8-102,2024-05-27 15:14:30,Samadhi Santi,271350.0,['BT-08: Booster New Awakening'],653629.0,Samadhi Santi (BT8-102),BT8-102,5027.0,407234.0,1611.0,0.1,0.02,0.08,0.1,0.08,0.08
Sandiramon,Digimon,EX5-010,5.0,7.0,,,,,Red,,Holy Beast,Deva,,7000.0,Virus,C,,,"[On Play] ＜Draw 1＞ (Draw 1 card from your deck.) Then, you may play 1 [Deva] trait Digimon card without the same name as the cards in your battle area or trash from your hand to an empty space in your breeding area without paying the cost.
[On Deletion] Delete 1 of your opponent's Digimon with 5000 DP or less.","[Your Turn] While this Digimon has the [Four Sovereigns] or [God Beast] trait, it gains ＜Security A. +1＞ (This Digimon checks 1 additional security card.)",,Digimon Card Game,sandiramon-ex5-010,2024-05-27 15:14:30,Sandiramon,529794.0,['EX-05: Theme Booster Animal Colosseum'],749692.0,Sandiramon (EX5-010),EX5-010,5560.0,428935.0,1611.0,0.04,0.02,0.06,0.05,0.06,0.05
Sandiramon,Digimon,BT10-079,5.0,5.0,2.0,,,,Purple,,Holy Beast,Deva,,6000.0,Virus,c,,,,,,Digimon Card Game,sandiramon-bt10-079,2024-05-27 15:14:30,Sandiramon,450368.0,['BT-10: Booster Xros Encounter'],679799.0,Sandiramon (BT10-079),BT10-079,5152.0,413032.0,1611.0,0.03,0.02,0.04,0.1,0.05,0.03
Sangloupmon,Digimon,BT9-073,4.0,5.0,2.0,,3.0,,Purple,,Dark Animal,,,5000.0,Virus,c,,,Inherited Effect [When Attacking] This Digimon may digivolve into a Digimon card with the [Undead] or [Dark Animal] trait from your trash for its digivolution cost.,,,Digimon Card Game,sangloupmon-bt9-073,2024-05-27 15:14:30,Sangloupmon,277758.0,['BT-09: Booster X Record'],669299.0,Sangloupmon (BT9-073),BT9-073,5099.0,410413.0,1611.0,0.07,0.02,0.06,0.05,0.06,0.08
Sangloupmon,Digimon,BT23-063,4.0,4.0,2.0,,,[Digivolve] Lv.3 w/[CS] trait: Cost 2,Purple,,Dark Animal,CS,,4000.0,Virus,C,,,[When Attacking] This Digimon may digivolve into a Digimon card with the [Undead] or [CS] trait in the trash.,[When Attacking] [Once Per Turn] 1 of your Digimon may digivolve into a Digimon card with the [Undead] or [Dark Animal] trait in the trash.,[Digivolve] Lv.3 w/[CS] trait: Cost 2,Digimon Card Game,sangloupmon-bt23-063,2025-09-20 12:01:22,,,"[""BT-23: Booster Hackers' Slumber""]",850451.0,Sangloupmon (BT23-063),BT23-063,6280.0,454719.0,1611.0,0.03,0.02,0.02,0.02,0.03,0.03
Sangomon,Digimon,BT4-022,3.0,3.0,0.0,Blue,2.0,,Blue,,Mollusk,,Rookie,4000.0,Data,c,Rookie,,,,,Digimon Card Game,sangomon-bt4-022,2024-05-27 15:14:30,Sangomon,238106.0,['BT-04: Booster Great Legend'],620408.0,Sangomon (BT4-022),BT4-022,4988.0,405362.0,1611.0,0.02,0.02,0.03,0.02,0.03,0.03
Sangomon,Digimon,BT19-017,3.0,3.0,0.0,,,,Blue,,Mollusk,LIBERATOR,Rookie,1000.0,Data,U,Rookie,,[On Play] Reveal the top 3 cards of your deck. Add 1 card with [Aqua] or [Sea Animal] in any of its traits and 1 card with the [LIBERATOR] trait among them to the hand. Return the rest to the bottom of the deck.,[End of Attack] [Once Per Turn] Gain 1 memory.,,Digimon Card Game,sangomon-bt19-017,2024-09-09 08:03:03,Sangomon,586822.0,"['BT-19: Booster Xros Evolution', 'BT18-19: Special Booster Ver.2.0']",793748.0,Sangomon (BT19-017),BT19-017,5922.0,441371.0,1611.0,0.75,0.02,0.92,1.95,0.91,0.68
Sangomon,Digimon,BT21-031,3.0,3.0,0.0,,,,Blue,,Mollusk,LIBERATOR,,1000.0,Data,C,,,"[Your Turn] When this Digimon would digivolve into a Digimon card with the [Mollusk] or [Aquatic] trait trait, reduce the digivolution cost by 1.",[End of Attack] [Once Per Turn] Gain 1 memory.,,Digimon Card Game,sangomon-bt21-031,2025-03-16 12:04:47,Sangomon,619296.0,['BT-21: Booster World Convergence'],814480.0,Sangomon (BT21-031),BT21-031,6010.0,446651.0,1611.0,0.05,0.02,0.06,0.02,0.07,0.06
Sangomon,Digimon,BT22-018,3.0,3.0,0.0,,,,Blue,,Mollusk,LIBERATOR,,1000.0,Data,C,,,"[On Play] By placing this Digimon as the bottom digivolution card of any of your other Digimon with [Aqua] or [Sea Animal] in any of their traits, until your opponent's turn ends, that Digimon gains ＜Blocker＞ (This Digimon can block in the blocker timing.) and can't be deleted in battle.",＜Jamming＞ (This Digimon can't be deleted in battles against Security Digimon.),,Digimon Card Game,sangomon-bt22-018,2025-06-13 12:01:26,Sangomon,639668.0,"['Box Promotion Pack: Cyber Eden', 'BT-22: Booster Cyber Eden']",835173.0,Sangomon (BT22-018),BT22-018,6173.0,451519.0,1611.0,0.05,0.02,0.02,0.02,0.06,0.07
Sanzomon,Digimon,EX6-025,5.0,7.0,3.0,,,"DigiXros Requirements [DigiXros -2] [Gokuumon] or [Sagomon] or [Cho-Hakkaimon]
When this would be played, you may place specified cards from your hand/battle area under it. Each one reduces the play cost.",Yellow,,Monk,,,7000.0,Vaccine,C,,,"[On Play] [When Attacking] [Once Per Turn] 1 Digimon may gain ＜Security A. -1＞ (This Digimon checks 1 additional security card.) until the end of your opponent's turn. Then, if DigiXrosing, reveal the top 4 cards of your deck. Add 1 of each [Gokuumon], [Sagomon], [Cho-Hakkaimon] and [Shakamon] among them to the hand. Return the rest to the bottom of the deck.
[All Turns] When this Digimon would leave the battle area, return 1 yellow Digimon card from this Digimon's digivolution cards to the hand.",[When Attacking] [Once Per Turn] 1 Digimon may gain ＜Security A. -1＞ (This Digimon checks 1 additional security card.) until the end of your opponent's turn.,"DigiXros Requirements [DigiXros -2] [Gokuumon] or [Sagomon] or [Cho-Hakkaimon]
When this would be played, you may place specified cards from your hand/battle area under it. Each one reduces the play cost.",Digimon Card Game,sanzomon-ex6-025,2024-05-27 15:14:30,Sanzomon,555298.0,['EX-06: Theme Booster Infernal Ascension'],775337.0,Sanzomon (EX6-025),EX6-025,5783.0,436284.0,1611.0,0.08,0.02,0.17,0.37,0.17,0.09
Sanzomon,Digimon,BT10-038,5.0,7.0,3.0,,,,Yellow,,Monk,,,7000.0,Vaccine,r,,,[When Digivolving] 1 of your opponent's Digimon gains ＜Security A. -1＞ (This Digimon checks 1 additional security card.) until the end of your opponent's turn.,[When Attacking] [Once Per Turn] 1 of your opponent's Digimon gains ＜Security A. -1＞ (This Digimon checks 1 additional security card.) until the end of your opponent's turn.,,Digimon Card Game,sanzomon-bt10-038,2024-05-27 15:14:30,Sanzomon,448429.0,['BT-10: Booster Xros Encounter'],678173.0,Sanzomon (BT10-038),BT10-038,5152.0,412775.0,1611.0,0.19,0.02,0.26,0.28,0.2,0.13
Satellamon,Digimon,BT21-074,5.0,7.0,4.0,,,[Digivolve] Lv.4 w/[Three Musketeers] in text: Cost 3,Purple,Black,GPS (App Name),,Ult.,7000.0,Navi,R,Ult.,,"[On Play] [When Digivolving] By placing 1 [Appmon] or [Three Musketeers] trait card from your hand or trash as any of your Digimon's bottom digivolution card, until your opponent's turn ends, their effects can't return that Digimon to hands or decks or affect it with ＜De-Digivolve＞ effects.
[When Digivolving] [When Attacking] [Once Per Turn] By trashing 1 card with the [Appmon] or [Three Musketeers] trait from your Digimon's digivolution cards, ＜De-Digivolve 1＞ 1 of your opponent's Digimon. (Trash the top card. You can't trash past level 3 cards.)","Link Requirements [Link] [Appmon] trait: Cost 3 
(Plug this card from the hand or battle area sideways into the specified Digimon in the battle area.)",[Digivolve] Lv.4 w/[Three Musketeers] in text: Cost 3,Digimon Card Game,satellamon-bt21-074,2025-04-24 14:31:51,Satellamon,625008.0,['BT-21: Booster World Convergence'],820293.0,Satellamon (BT21-074),BT21-074,6010.0,448018.0,1611.0,0.08,0.02,0.04,0.02,0.03,0.09
Satsuki Tamahime,Tamer,BT14-086,,3.0,,,,,Black,,DigiPolice,,,,,R,,,"[Security] Play this card without paying the cost.
[Start of Your Main Phase] If your opponent has a Digimon, gain 1 memory.
[Main] ＜Mind Link＞ to 1 of your Digimon with [Numemon] or [Monzaemon] in its name or the [DigiPolice] trait. (Place this Tamer as that Digimon's bottom digivolution card if there are no Tamer cards in its digivolution cards.)","[All Turns] While this Digimon has [Numemon] or [Monzaemon] in its name or the [DigiPolice] trait, this Digimon gains ＜Jamming＞ (This Digimon can't be deleted in battles against Security Digimon.) and ＜Reboot＞ (Unsuspend this Digimon during your opponent's unsuspend phase.)
[End of All Turns] You may play 1 [Satsuki Tamahime] from this Digimon's digivolution cards without paying the cost.",,Digimon Card Game,satsuki-tamahime-bt14-086,2024-05-27 15:14:30,Satsuki Tamahime,524023.0,['BT-14: Booster Blast Ace'],740523.0,Satsuki Tamahime (BT14-086),BT14-086,5515.0,426507.0,1611.0,0.2,0.02,0.22,0.28,0.23,0.44
SaviorHuckmon,Digimon,BT6-015,5.0,7.0,3.0,Red,4.0,,Red,,Dragonkin,,Ultimate,7000.0,Data,u,Ultimate,,[When Digivolving] You may play a Digimon card with [Sistermon] in its name from your hand without paying its memory cost.,"[When Attacking] [Once Per Turn] If you have a Digimon card with [Sistermon] in its name in play, unsuspend this Digimon.",,Digimon Card Game,saviorhuckmon-bt6-015,2024-05-27 15:14:30,SaviorHuckmon,248189.0,"['BT-06: Booster Double Diamond', 'Final Championships 2022']",650152.0,SaviorHuckmon (BT6-015),BT6-015,4993.0,405582.0,1611.0,2.86,2.42,2.52,2.89,4.6,6.77
SaviorHuckmon,Digimon,ST12-08,5.0,7.0,3.0,,4.0,,Red,,Dragonkin,,,7000.0,Data,r,,,[When Digivolving] This Digimon may also attack your opponent's unsuspended Digimon for the turn.,"[When Attacking] [Once Per Turn] If this Digimon has the [Royal Knight] trait, you may play 1 Digimon card with [Sistermon] in its name from your hand or trash without paying its memory cost.",,Digimon Card Game,saviorhuckmon-st12-08,2024-05-27 15:14:30,SaviorHuckmon,286468.0,['ST-12: Starter Deck Jesmon'],675840.0,SaviorHuckmon (ST12-08),ST12-08,5154.0,412409.0,1611.0,,,,,,
SaviorHuckmon,Digimon,BT13-016,5.0,8.0,3.0,,,,Red,,Dragonkin,,,8000.0,Data,U,,,"[Your Turn] When you play a Digimon with [Sistermon] in its name, you may digivolve this Digimon into a Digimon card with [Jesmon] in its name in your hand for its digivolution cost. When this Digimon would digivolve by this effect, reduce the digivolution cost by 2.","[When Attacking] [Once Per Turn] If this Digimon has the [Royal Knight] trait, you may play 1 Digimon card with [Sistermon] in its name from your hand or trash without paying its cost.",,Digimon Card Game,saviorhuckmon-bt13-016,2024-05-27 15:14:30,SaviorHuckmon,503029.0,['BT-13: Booster Versus Royal Knights'],721231.0,SaviorHuckmon (BT13-016),BT13-016,5394.0,421529.0,1611.0,0.36,0.02,0.34,0.35,0.32,0.29
SaviorHuckmon,Digimon,BT20-014,5.0,7.0,3.0,,,,Red,,Dragonkin,,,7000.0,Data,C,,,"[On Play] [When Digivolving] Delete 1 of your opponent's Digimon with 5000 DP or less.
[End of Your Turn] By suspending 1 of your other Digimon, this Digimon may digivolve into a Digimon card with [Jesmon] in its name in the hand without paying the cost.","[Your Turn] This Digimon with the [Royal Knight] trait gains ＜Alliance＞ (When this Digimon attacks, by suspending 1 of your other Digimon, add the suspended Digimon's DP to this Digimon and it gains ＜Security A. +1＞ for the attack.).",,Digimon Card Game,saviorhuckmon-bt20-014,2024-12-25 06:02:32,SaviorHuckmon,607356.0,"['BT-20: Booster Over the X', 'BT19-20: Special Booster Ver.2.5']",805099.0,SaviorHuckmon (BT20-014),BT20-014,6000.0,444202.0,1611.0,0.1,0.02,0.24,0.25,0.21,0.15
Sayo,Tamer,BT22-102,,4.0,,,,,Purple,Blue,Night Claw,CS,,,,SEC,,,"[Start of Your Main Phase] If your opponent has a Digimon, gain 1 memory.
[Your Turn] When one of your Digimon with 2 or more same-level cards in its stack attacks, by suspending this Tamer, digivolve it into a Digimon card with the [Night Claw], [Light Fang], [Galaxy] or [CS] trait in the trash with the digivolution cost reduced by 2.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,sayo-bt22-102,2025-06-27 00:01:18,Sayo,641119.0,['BT-22: Booster Cyber Eden'],835284.0,Sayo (BT22-102),BT22-102,6173.0,451603.0,1611.0,9.57,6.4,10.14,9.98,10.39,9.81
Sayo & Koh,Tamer,EX5-065,,3.0,,,,,Blue,,Night Claw,,,,,R,,,"[Your Turn] When an effect places the top card of one of your Digimon in a Digimon's digivolution cards, by suspending this Tamer, gain 1 memory.
[Start of Opponent's Turn] By playing 1 card with the same level as one of your [Night Claw] or [Light Fang] trait Digimon from that Digimon's digivolution cards without paying the cost, 2 of your Digimon may DNA digivolve into a Digimon card in your hand. At the end of the turn, return the Digimon played by this effect to the hand.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,sayo-koh-ex5-065,2024-05-27 15:14:30,Sayo & Koh,530771.0,['EX-05: Theme Booster Animal Colosseum'],749729.0,Sayo & Koh (EX5-065),EX5-065,5560.0,428971.0,1611.0,,0.02,0.09,0.15,0.2,0.25
Schwarz Lehrsatz,Option,BT7-108,,6.0,,,,,Purple,,,,,,,c,,,"[Main] For each Digimon with the [Hybrid] trait and each Tamer you have in play, delete 1 of your opponents Level 5 or lower Digimon.",Security Effect [Security] Activate this card's [Main] effects.,,Digimon Card Game,schwarz-lehrsatz-bt7-108,2024-05-27 15:14:30,Schwarz Lehrsatz,261533.0,['BT-07: Booster Next Adventure'],620927.0,Schwarz Lehrsatz (BT7-108),BT7-108,4994.0,405787.0,1611.0,0.02,0.02,0.02,0.02,0.04,0.05
Scopemon,Digimon,BT21-071,4.0,4.0,2.0,,,[Digivolve] Lv.3 w/[Three Musketeers] in text: Cost 2,Purple,,Monitoring (App Name),,Sup.,4000.0,Tool,C,Sup.,,"[On Play] [When Digivolving] By placing 1 card with the [Appmon] or [Three Musketeers] trait from your hand or trash as 1 of your Digimon's bottom digivolution card, gain 1 memory.","Link Requirements [Link] [Appmon] trait: Cost 2 
(Plug this card from the hand or battle area sideways into the specified Digimon in the battle area.)",[Digivolve] Lv.3 w/[Three Musketeers] in text: Cost 2,Digimon Card Game,scopemon-bt21-071,2025-04-24 14:32:02,Scopemon,625001.0,['BT-21: Booster World Convergence'],820292.0,Scopemon (BT21-071),BT21-071,6010.0,448017.0,1611.0,0.05,0.02,0.05,0.02,0.06,0.06
Scorpiomon,Digimon,BT8-027,5.0,7.0,2.0,Blue,4.0,,Blue,,Ancient Crustacean,,,8000.0,Data,c,,,,,,Digimon Card Game,scorpiomon-bt8-027,2024-05-27 15:14:30,Scorpiomon,268863.0,['BT-08: Booster New Awakening'],653598.0,Scorpiomon (BT8-027),BT8-027,5027.0,407204.0,1611.0,0.04,0.02,0.04,0.08,0.04,0.04
Scorpiomon,Digimon,BT15-027,5.0,6.0,3.0,,,,Blue,,Ancient Crustacean,,,6000.0,Data,C,,,"[On Play] Reveal the top 4 cards of your deck. Add 2 level 6 or higher cards among them to the hand. Return the rest to the bottom of the deck.
[End of Your Turn] By deleting 1 of your Digimon, you may play 1 Digimon card with the [Dark Masters] trait from your hand to an empty space in your breeding area without paying the cost.",＜Blocker＞ (This Digimon can block in the blocker timing.),,Digimon Card Game,scorpiomon-bt15-027,2024-05-27 15:14:30,Scorpiomon,537939.0,['BT-15: Booster Exceed Apocalypse'],755551.0,Scorpiomon (BT15-027),BT15-027,5577.0,431027.0,1611.0,0.11,0.02,0.12,0.1,0.12,0.1
Scrap Claw,Option,BT1-091,,3.0,,,,,Red,,,,,,,r,,,"[Main] 1 of your Digimon gains ＜Piercing＞ for the turn. (When this Digimon attacks and deletes an opponent's Digimon and survives the battle, it performs any security checks it normally would.)",,,Digimon Card Game,scrap-claw-bt1-091,2024-05-27 15:14:30,Scrap Claw,230977.0,"['BT-01: Booster New Evolution', 'BT01-03: Release Special Booster Ver.1.5', 'BTC-01: Booster Ultimate Evolution']",620215.0,Scrap Claw (BT1-091),BT1-091,4986.0,405091.0,1611.0,0.05,0.02,0.09,0.02,0.11,0.11
Sea of Destruction,Option,EX6-066,,6.0,,,,,Blue,,,,,,,C,,,"[Main] By placing 1 Digimon card with [Aqua] or [Sea Animal] in any of its traits from your hand as the bottom digivolution card of 1 of your blue Digimon, return all of your opponent's Digimon with the same level as the placed card to the hand.",Security Effect [Security] Return all of your opponent's Digimon with the lowest level to the hand.,,Digimon Card Game,sea-of-destruction-ex6-066,2024-05-27 15:14:30,Sea of Destruction,555253.0,['EX-06: Theme Booster Infernal Ascension'],775384.0,Sea of Destruction (EX6-066),EX6-066,5783.0,436298.0,1611.0,0.07,0.02,0.13,0.48,0.13,0.07
Seadramon,Digimon,P-098,4.0,5.0,2.0,Blue,3.0,,Blue,,Aquatic,,Champion,5000.0,Data,P,Champion,,[On Play] [When Digivolving] 1 of your blue Digimon cannot be deleted in battle until the end of your opponent's turn.,"[Your Turn] [Once Per Turn] When you play another Digimon by an effect, 1 of your blue Digimon gains ＜Rush＞ for the turn. (This Digimon can attack the turn it comes into play.)",,Digimon Card Game,seadramon-p-098,2024-05-27 15:14:30,Seadramon - P-098,531804.0,"['Limited Card Set ONLINE 2023', 'Limited Card Set Ver 2']",750696.0,Seadramon (P-098),P-098,4996.0,429339.0,1611.0,18.83,9.99,16.68,19.5,18.39,26.13
Seadramon,Digimon,BT2-024,4.0,3.0,2.0,Blue,3.0,,Blue,,Aquatic,,Champion,4000.0,Data,c,Champion,,,,,Digimon Card Game,seadramon-bt2-024,2024-05-27 15:14:30,Seadramon,231684.0,"['25th Special Memorial Pack', 'BT-02: Booster Ultimate Power', 'BT01-03: Release Special Booster Ver.1.5', 'BTC-01: Booster Ultimate Evolution', 'Memorial Collection 25th Anniversary']",620235.0,Seadramon (BT2-024),BT2-024,4986.0,405140.0,1611.0,0.04,0.02,0.08,0.02,0.06,0.05
Seadramon,Digimon,EX8-021,4.0,5.0,2.0,Blue,3.0,[Digivolve] Lv.3 w/[DS] trait: Cost 2,Blue,,Aquatic,DS,,5000.0,Data,U,,,[When Attacking] [Once Per Turn] Gain 1 memory.,＜Jamming＞ (This Digimon can't be deleted in battles against Security Digimon.),[Digivolve] Lv.3 w/[DS] trait: Cost 2,Digimon Card Game,seadramon-ex8-021,2024-10-24 06:00:44,Seadramon,604302.0,['EX-08: Extra Booster Chain of Liberation'],801910.0,Seadramon (EX8-021),EX8-021,5967.0,443547.0,1611.0,0.09,0.02,0.08,0.15,0.1,0.09
Seadramon,Digimon,BT15-025,4.0,5.0,2.0,,,,Blue,,Aquatic,,,5000.0,Data,U,,,＜Rush＞ (This Digimon can attack the turn it comes into play.),＜Jamming＞ (This Digimon can't be deleted in battles against Security Digimon.),,Digimon Card Game,seadramon-bt15-025,2024-05-27 15:14:30,Seadramon,537995.0,['BT-15: Booster Exceed Apocalypse'],755697.0,Seadramon (BT15-025),BT15-025,5577.0,431123.0,1611.0,0.22,0.02,0.19,0.19,0.21,0.14
Seadramon,Digimon,BT23-020,4.0,5.0,3.0,,,[Digivolve] Lv.3 w/[CS] trait: Cost 2,Blue,Purple,Aquatic,Hudie,,5000.0,Data,U,,,"＜Alliance＞ (When this Digimon attacks, by suspending 1 of your other Digimon, add the suspended Digimon's DP to this Digimon and it gains ＜Security A. +1＞ for the attack.)
[All Turns] [Once Per Turn] When this Digimon suspends, ＜Draw 1＞ (Draw 1 card from your deck.)",,[Digivolve] Lv.3 w/[CS] trait: Cost 2,Digimon Card Game,seadramon-bt23-020,2025-08-25 00:01:34,Seadramon,651084.0,"[""BT-23: Booster Hackers' Slumber""]",853003.0,Seadramon (BT23-020),BT23-020,6280.0,454968.0,1611.0,0.12,0.02,0.02,0.04,0.09,0.08
